"","county","precinct","white_reg","black_reg","other_reg","test"
"617","CUMBERLAND","G2B",2058,2094,642,0
"618","CUMBERLAND","G2C-1",1301,1040,311,0
"619","CUMBERLAND","G2C-2",1593,1025,449,0
"620","CUMBERLAND","G2D",2182,1426,516,0
"621","CUMBERLAND","G2E-1",578,1590,317,0
"622","CUMBERLAND","G2E-2",589,2185,425,0
"623","CUMBERLAND","G3A-1",1412,1980,598,1
"624","CUMBERLAND","G3A-2",1360,1100,426,0
"625","CUMBERLAND","G3B",627,479,208,0
"626","CUMBERLAND","G3C",937,411,160,0
"627","CUMBERLAND","G4A",864,550,194,0
"628","CUMBERLAND","G4B",1227,522,260,0
"629","CUMBERLAND","G4C",796,1011,367,0
"630","CUMBERLAND","G5A-1",753,1563,412,0
"631","CUMBERLAND","G5A-2",962,977,368,0
"632","CUMBERLAND","G5B-1",582,2608,455,0
"633","CUMBERLAND","G5B-2",639,1627,489,0
"634","CUMBERLAND","G5C",909,1350,361,0
"635","CUMBERLAND","G6A",3398,686,328,0
"636","CUMBERLAND","G6B",922,166,54,0
"637","CUMBERLAND","G6C",1206,587,176,0
"638","CUMBERLAND","G7A",960,223,90,0
"639","CUMBERLAND","G7B",939,173,63,0
"640","CUMBERLAND","G8A",1520,1516,520,0
"641","CUMBERLAND","G8B",1228,720,452,0
"642","CUMBERLAND","G8C",1119,1014,409,0
"643","CUMBERLAND","G8D",1913,730,432,0
"644","CUMBERLAND","G9A",1751,944,390,0
"645","CUMBERLAND","G9B-1",2462,1386,590,0
"646","CUMBERLAND","G9B-2",2223,1351,592,0
"647","CUMBERLAND","LI65",2463,703,319,0
"648","CUMBERLAND","LR63",1211,2668,820,0
"649","CUMBERLAND","MB62",723,1719,508,0
"650","CUMBERLAND","MR02",1116,1387,638,0
"651","CUMBERLAND","SH77",1758,682,260,0
"652","CURRITUCK","",6,1,NA,0
"653","CURRITUCK","CB",196,NA,8,0
"654","CURRITUCK","CH",3519,131,116,0
"655","CURRITUCK","CI",289,NA,8,0
"656","CURRITUCK","CJ",634,115,36,0
"657","CURRITUCK","GW",331,1,1,0
"658","CURRITUCK","IR",1001,122,38,0
"659","CURRITUCK","KI",1047,2,27,0
"660","CURRITUCK","MY",4735,378,210,0
"661","CURRITUCK","PB",3332,162,156,0
"662","CURRITUCK","PP",1478,116,68,0
"663","CURRITUCK","WH",636,4,27,0
"664","DARE","",2,NA,NA,0
"665","DARE","AVON",727,1,19,0
"666","DARE","BUX",1174,4,34,0
"667","DARE","CHCA",673,NA,15,0
"668","DARE","COL",3392,9,117,0
"669","DARE","DUCK",505,3,10,0
"670","DARE","EL",90,1,2,0
"671","DARE","FRCO",810,2,13,0
"672","DARE","HAT",527,NA,13,0
"673","DARE","KDH",5499,62,248,0
"674","DARE","KTHK",2948,22,94,0
"675","DARE","MATO",4209,425,193,0
"676","DARE","MH",505,9,17,0
"677","DARE","NGHD",2550,20,74,0
"678","DARE","SOSH",3228,10,81,0
"679","DARE","STPT",144,NA,NA,0
"680","DARE","WAN",1040,7,22,0
"681","DAVIDSON","04",4918,257,168,0
"682","DAVIDSON","06",2612,66,80,0
"683","DAVIDSON","08",988,42,25,0
"684","DAVIDSON","10",2161,172,93,0
"685","DAVIDSON","12",811,4,18,0
"686","DAVIDSON","14",1766,3,39,1
"687","DAVIDSON","16",2928,51,81,0
"688","DAVIDSON","18",1814,3,36,0
"689","DAVIDSON","20",2595,18,54,0
"690","DAVIDSON","22",869,37,33,0
"691","DAVIDSON","24",1193,61,80,1
"692","DAVIDSON","26",820,80,40,0
"693","DAVIDSON","28",2167,148,107,0
"694","DAVIDSON","30",581,1234,164,0
"695","DAVIDSON","32",825,336,115,0
"696","DAVIDSON","34",1206,401,222,0
"697","DAVIDSON","36",905,266,84,0
"698","DAVIDSON","38",386,797,108,0
"699","DAVIDSON","40",1488,331,87,0
"700","DAVIDSON","42",2392,10,69,0
"701","DAVIDSON","44",3308,458,85,0
"702","DAVIDSON","46",2291,102,52,0
"703","DAVIDSON","48",2325,56,65,0
"704","DAVIDSON","50",3224,35,86,0
"705","DAVIDSON","52",3983,38,104,0
"706","DAVIDSON","54",1754,7,48,0
"707","DAVIDSON","56",1172,2,33,0
"708","DAVIDSON","58",2820,118,63,0
"709","DAVIDSON","60",3367,681,299,0
"710","DAVIDSON","62",716,870,134,0
"711","DAVIDSON","64",498,1070,122,0
"712","DAVIDSON","66",1308,390,124,0
"713","DAVIDSON","68",1521,539,166,0
"714","DAVIDSON","70",2129,90,87,0
"715","DAVIDSON","72",2527,64,113,0
"716","DAVIDSON","74",3759,66,114,0
"717","DAVIDSON","76",2888,76,117,0
"718","DAVIDSON","78",2939,105,75,0
"719","DAVIDSON","80A",4354,49,143,0
"720","DAVIDSON","82",2424,49,91,0
"721","DAVIDSON","84",4193,191,154,0
"722","DAVIDSON","86A",2548,475,256,0
"723","DAVIDSON","88",2122,163,148,0
"724","DAVIE","",10,NA,1,0
"725","DAVIE","01",930,125,30,0
"726","DAVIE","02",982,60,37,0
"727","DAVIE","03",2412,92,96,0
"728","DAVIE","04",1571,211,102,0
"729","DAVIE","05",2286,108,68,0
"730","DAVIE","06",1464,84,55,0
"731","DAVIE","07",1524,166,56,0
"732","DAVIE","08",1599,465,182,0
"733","DAVIE","09",1841,246,117,0
"734","DAVIE","10",2242,50,71,0
"735","DAVIE","11",1561,31,71,0
"736","DAVIE","12",3235,131,141,0
"737","DAVIE","13",2717,97,152,0
"738","DAVIE","14",1956,122,70,0
"739","DUPLIN","",NA,NA,1,0
"740","DUPLIN","ALBE",995,106,194,0
"741","DUPLIN","BEUL",2312,234,85,0
"742","DUPLIN","CALY",618,119,59,0
"743","DUPLIN","CFRK",617,13,23,0
"744","DUPLIN","CHAR",533,720,76,0
"745","DUPLIN","CHIN",656,170,35,0
"746","DUPLIN","CYCK",1083,144,28,0
"747","DUPLIN","FAIS",744,505,131,0
"748","DUPLIN","GLIS",575,49,55,0
"749","DUPLIN","HALL",843,414,71,0
"750","DUPLIN","KENA",1574,1361,139,0
"751","DUPLIN","LOCK",364,65,16,0
"752","DUPLIN","MAGN",607,578,155,0
"753","DUPLIN","ROCK",542,374,54,0
"754","DUPLIN","ROSE",897,699,124,0
"755","DUPLIN","SMCA",939,194,39,0
"756","DUPLIN","WALL",2620,1583,257,0
"757","DUPLIN","WARS",1162,1804,230,0
"758","DUPLIN","WOLF",1264,100,238,0
"759","DURHAM","",NA,2,NA,0
"760","DURHAM","01",729,536,173,0
"761","DURHAM","02",2741,957,1534,0
"762","DURHAM","03",2388,167,541,0
"763","DURHAM","04",1530,81,197,0
"764","DURHAM","05",4438,2016,3245,0
"765","DURHAM","06",1378,585,308,0
"766","DURHAM","07",2208,328,509,0
"767","DURHAM","08",1135,1323,343,0
"768","DURHAM","09",1703,893,260,0
"769","DURHAM","10",212,1168,196,0
"770","DURHAM","12",44,797,97,0
"771","DURHAM","13",42,1408,157,0
"772","DURHAM","14",395,1910,371,0
"773","DURHAM","15",252,1305,260,0
"774","DURHAM","16",1627,587,291,0
"775","DURHAM","17",769,2495,484,0
"776","DURHAM","18",290,2106,385,0
"777","DURHAM","19",1087,2055,390,0
"778","DURHAM","20",1597,457,325,0
"779","DURHAM","21",1333,488,203,0
"780","DURHAM","22",905,4291,672,0
"781","DURHAM","23",1446,4331,753,0
"782","DURHAM","24",2773,1160,411,0
"783","DURHAM","25",2768,534,232,0
"784","DURHAM","26",1256,188,68,0
"785","DURHAM","27",2726,328,418,0
"786","DURHAM","28",2889,572,208,0
"787","DURHAM","29",2098,2018,422,0
"788","DURHAM","30-1",3651,3446,1143,0
"789","DURHAM","30-2",1931,4837,783,0
"790","DURHAM","31",2275,1789,616,0
"791","DURHAM","32",3057,298,384,0
"792","DURHAM","33",3648,3030,1339,0
"793","DURHAM","34-1",1274,1739,402,0
"794","DURHAM","34-2",1536,3722,923,0
"795","DURHAM","35.3",5217,2327,1239,0
"796","DURHAM","36",1788,1233,519,0
"797","DURHAM","37",4263,705,503,0
"798","DURHAM","38",4003,2162,1194,0
"799","DURHAM","39",2670,571,307,0
"800","DURHAM","40",1689,913,298,0
"801","DURHAM","41",36,1460,120,0
"802","DURHAM","42",48,1311,115,0
"803","DURHAM","43",5739,640,895,0
"804","DURHAM","44",4951,1331,598,0
"805","DURHAM","45",3885,1167,490,1
"806","DURHAM","46",1525,1832,520,0
"807","DURHAM","47",78,1828,141,0
"808","DURHAM","48",1186,642,194,0
"809","DURHAM","50",2989,943,630,0
"810","DURHAM","51",4280,1102,846,0
"811","DURHAM","52",476,3016,443,0
"812","DURHAM","53-1",2411,697,570,0
"813","DURHAM","53-2",3733,478,657,0
"814","DURHAM","54",3752,2994,1098,0
"815","DURHAM","55-11",86,1854,185,0
"816","DURHAM","55-49",53,3322,663,0
"817","EDGECOMBE","",1,NA,NA,0
"818","EDGECOMBE","0101",287,2372,60,0
"819","EDGECOMBE","0102",1570,1508,91,0
"820","EDGECOMBE","0103",1394,946,50,0
"821","EDGECOMBE","0104",1158,931,37,0
"822","EDGECOMBE","0201",602,623,22,0
"823","EDGECOMBE","0301",233,206,18,0
"824","EDGECOMBE","0401",279,347,9,0
"825","EDGECOMBE","0501",319,291,33,0
"826","EDGECOMBE","0601",319,799,34,0
"827","EDGECOMBE","0701",511,1414,58,0
"828","EDGECOMBE","0801",948,500,56,1
"829","EDGECOMBE","0901",869,234,27,0
"830","EDGECOMBE","1001",1126,1062,42,0
"831","EDGECOMBE","1101",671,444,37,0
"832","EDGECOMBE","1201",240,4297,145,0
"833","EDGECOMBE","1202",132,2221,81,0
"834","EDGECOMBE","1203",1579,1550,124,0
"835","EDGECOMBE","1204",75,1862,42,0
"836","EDGECOMBE","1205",36,1404,59,0
"837","EDGECOMBE","1301",896,290,33,0
"838","EDGECOMBE","1401",833,164,23,0
"839","FORSYTH","011",3555,756,359,0
"840","FORSYTH","012",2367,123,144,0
"841","FORSYTH","013",3079,583,277,0
"842","FORSYTH","014",1861,141,126,0
"843","FORSYTH","015",1616,175,118,0
"844","FORSYTH","021",3238,173,117,0
"845","FORSYTH","031",1446,433,119,0
"846","FORSYTH","032",2023,366,123,0
"847","FORSYTH","033",1363,985,211,0
"848","FORSYTH","034",1766,356,142,0
"849","FORSYTH","042",2083,887,306,0
"850","FORSYTH","043",1911,806,345,0
"851","FORSYTH","051",2546,237,164,0
"852","FORSYTH","052",1178,27,46,0
"853","FORSYTH","053",2000,165,135,0
"854","FORSYTH","054",2409,125,127,0
"855","FORSYTH","055",2907,217,326,0
"856","FORSYTH","061",1816,326,201,0
"857","FORSYTH","062",1689,163,143,0
"858","FORSYTH","063",3186,471,225,0
"859","FORSYTH","064",1043,128,107,0
"860","FORSYTH","065",3089,365,233,0
"861","FORSYTH","066",1960,208,197,0
"862","FORSYTH","067",1667,330,146,0
"863","FORSYTH","068",2245,197,110,0
"864","FORSYTH","071",3098,225,238,0
"865","FORSYTH","072",4648,541,440,0
"866","FORSYTH","073",2713,108,124,0
"867","FORSYTH","074",2472,326,272,0
"868","FORSYTH","075",633,20,30,0
"869","FORSYTH","081",1769,1355,332,0
"870","FORSYTH","082",2464,1709,272,0
"871","FORSYTH","083",996,1198,168,0
"872","FORSYTH","091",1817,220,93,0
"873","FORSYTH","092",1569,83,68,0
"874","FORSYTH","101",1453,570,157,0
"875","FORSYTH","111",1668,144,82,0
"876","FORSYTH","112",2474,438,126,0
"877","FORSYTH","122",3279,1830,534,0
"878","FORSYTH","123",2166,544,236,0
"879","FORSYTH","131",2702,369,191,0
"880","FORSYTH","132",3165,464,182,0
"881","FORSYTH","133",4926,281,296,0
"882","FORSYTH","201",1404,2776,512,0
"883","FORSYTH","203",52,1742,159,0
"884","FORSYTH","204",337,1266,182,0
"885","FORSYTH","205",46,864,64,0
"886","FORSYTH","206",296,1393,161,0
"887","FORSYTH","207",692,1431,334,0
"888","FORSYTH","301",31,1080,78,0
"889","FORSYTH","302",79,1136,127,0
"890","FORSYTH","303",28,912,99,0
"891","FORSYTH","304",46,2143,109,0
"892","FORSYTH","305",81,1398,90,0
"893","FORSYTH","306",398,1174,214,0
"894","FORSYTH","401",240,1657,171,0
"895","FORSYTH","402",70,1426,120,0
"896","FORSYTH","403",300,1917,219,0
"897","FORSYTH","404",913,1794,311,0
"898","FORSYTH","405",116,2857,422,0
"899","FORSYTH","501",298,1753,160,0
"900","FORSYTH","502",124,1295,152,0
"901","FORSYTH","503",818,788,262,0
"902","FORSYTH","504",410,965,210,0
"903","FORSYTH","505",643,1274,220,0
"904","FORSYTH","506",995,471,186,0
"905","FORSYTH","507",2504,2145,579,0
"906","FORSYTH","601",1520,585,271,0
"907","FORSYTH","602",2489,1386,443,0
"908","FORSYTH","603",1426,575,191,0
"909","FORSYTH","604",951,728,205,0
"910","FORSYTH","605",1764,1560,477,1
"911","FORSYTH","606",969,693,237,0
"912","FORSYTH","607",1716,538,188,0
"913","FORSYTH","701",1180,181,83,0
"914","FORSYTH","702",1431,127,129,0
"915","FORSYTH","703",1190,58,77,0
"916","FORSYTH","704",1557,250,115,0
"917","FORSYTH","705",1550,596,255,0
"918","FORSYTH","706",926,336,93,0
"919","FORSYTH","707",1035,372,131,0
"920","FORSYTH","708",2684,1111,408,0
"921","FORSYTH","709",2117,704,294,0
"922","FORSYTH","801",1161,131,91,0
"923","FORSYTH","802",1509,12,53,0
"924","FORSYTH","803",1670,12,64,0
"925","FORSYTH","804",1198,42,35,0
"926","FORSYTH","805",2206,70,117,0
"927","FORSYTH","806",1649,171,131,0
"928","FORSYTH","807",1595,143,187,0
"929","FORSYTH","808",2113,1046,382,0
"930","FORSYTH","809",2421,100,157,0
"931","FORSYTH","901",1645,59,108,0
"932","FORSYTH","902",1352,506,209,0
"933","FORSYTH","903",3086,601,790,0
"934","FORSYTH","904",854,1282,260,0
"935","FORSYTH","905",1667,608,268,0
"936","FORSYTH","906",2495,528,209,1
"937","FORSYTH","907",1526,305,167,0
"938","FORSYTH","908",2392,236,177,0
"939","FORSYTH","909",920,324,95,0
"940","FRANKLIN","01",936,1185,163,0
"941","FRANKLIN","02",724,697,66,0
"942","FRANKLIN","03",2267,1003,178,0
"943","FRANKLIN","05",1665,530,139,0
"944","FRANKLIN","06",937,664,92,0
"945","FRANKLIN","07",1457,170,108,0
"946","FRANKLIN","08",2145,599,143,0
"947","FRANKLIN","09",1144,349,66,0
"948","FRANKLIN","10",738,265,45,0
"949","FRANKLIN","11",839,852,76,0
"950","FRANKLIN","12",808,462,56,0
"951","FRANKLIN","13",1526,268,120,0
"952","FRANKLIN","14",3366,541,246,0
"953","FRANKLIN","15",1195,1546,164,0
"954","FRANKLIN","16",967,985,70,0
"955","FRANKLIN","17",2888,440,196,0
"956","FRANKLIN","18",2263,313,181,0
"957","FRANKLIN","19",3516,777,423,0
"958","GASTON","01",982,223,99,0
"959","GASTON","02",1300,1022,214,0
"960","GASTON","03",1022,1039,164,0
"961","GASTON","04",3398,1316,396,0
"962","GASTON","05",1154,1428,160,0
"963","GASTON","06",617,1277,152,0
"964","GASTON","07",149,1091,74,0
"965","GASTON","08",766,907,143,0
"966","GASTON","09",1234,683,191,0
"967","GASTON","10",1899,676,191,0
"968","GASTON","11",1026,726,161,0
"969","GASTON","12",2453,452,201,0
"970","GASTON","13",2022,392,213,0
"971","GASTON","14",985,107,61,0
"972","GASTON","15",4409,1005,451,0
"973","GASTON","16",3426,418,230,0
"974","GASTON","17",2966,852,330,0
"975","GASTON","18",4246,1212,635,0
"976","GASTON","19",3735,826,290,0
"977","GASTON","20",2966,377,147,0
"978","GASTON","21",1606,648,127,0
"979","GASTON","22",3286,564,204,0
"980","GASTON","23",2999,251,187,0
"981","GASTON","24",2239,338,227,0
"982","GASTON","25",1872,136,165,0
"983","GASTON","26",2366,226,253,0
"984","GASTON","27",3701,226,273,0
"985","GASTON","28",3060,193,210,0
"986","GASTON","29",3329,228,178,0
"987","GASTON","30",1985,124,117,0
"988","GASTON","31",2911,242,121,0
"989","GASTON","32",2042,237,144,0
"990","GASTON","33",1925,140,74,0
"991","GASTON","34",2071,94,84,0
"992","GASTON","35",1418,174,60,0
"993","GASTON","36",2745,147,145,0
"994","GASTON","37",1288,160,52,0
"995","GASTON","38",2690,85,75,0
"996","GASTON","39",3357,81,124,0
"997","GASTON","40",3518,764,250,0
"998","GASTON","41",2819,279,171,0
"999","GASTON","42",2066,132,146,0
"1000","GASTON","43",3499,523,268,0
"1001","GASTON","44",4031,527,164,0
"1002","GASTON","45",2599,673,238,0
"1003","GASTON","46",4273,354,271,0
"1004","GATES","",32,38,1,0
"1005","GATES","1",787,758,77,0
"1006","GATES","2",847,141,36,0
"1007","GATES","3",1137,836,108,0
"1008","GATES","4N",1221,370,70,0
"1009","GATES","4S",521,503,38,0
"1010","GATES","5",799,298,40,0
"1011","GRAHAM","",2,NA,NA,0
"1012","GRAHAM","EAST",2441,2,105,0
"1013","GRAHAM","STEC",1080,NA,30,0
"1014","GRAHAM","TAPO",477,NA,17,0
"1015","GRAHAM","WEST",1975,2,305,0
"1016","GRANVILLE","",13,7,NA,0
"1017","GRANVILLE","ANTI",397,690,33,0
"1018","GRANVILLE","BERE",1008,520,48,0
"1019","GRANVILLE","BTNR",1640,1166,207,0
"1020","GRANVILLE","CORI",1351,739,84,0
"1021","GRANVILLE","CRDL",827,1036,81,0
"1022","GRANVILLE","CRDM",2781,1518,359,0
"1023","GRANVILLE","EAOX",890,1169,64,0
"1024","GRANVILLE","MTEN",3105,841,296,0
"1025","GRANVILLE","OKHL",705,519,36,0
"1026","GRANVILLE","SALM",1095,630,82,0
"1027","GRANVILLE","SASS",1218,597,63,0
"1028","GRANVILLE","SOOX",418,1094,82,0
"1029","GRANVILLE","TYHO",3144,638,189,0
"1030","GRANVILLE","WILT",4402,478,314,0
"1031","GRANVILLE","WOEL",597,840,77,0
"1032","GREENE","",4,6,NA,0
"1033","GREENE","ARBA",438,467,30,0
"1034","GREENE","BEAR",585,295,30,0
"1035","GREENE","BULL",483,331,53,0
"1036","GREENE","CAST",614,263,26,0
"1037","GREENE","HOOK",466,258,44,0
"1038","GREENE","MAUR",931,744,53,0
"1039","GREENE","SH1",914,717,48,0
"1040","GREENE","SHIN",996,494,93,0
"1041","GREENE","SUGG",573,438,47,0
"1042","GREENE","WALS",574,381,61,0
"1043","GUILFORD","",58,49,20,0
"1044","GUILFORD","CG1",1972,481,222,0
"1045","GUILFORD","CG2",1674,221,145,0
"1046","GUILFORD","CG3A",1402,231,114,1
"1047","GUILFORD","CG3B",2050,484,191,0
"1048","GUILFORD","FEN1",1524,2135,271,0
"1049","GUILFORD","FEN2",1643,169,45,0
"1050","GUILFORD","FR1",2111,1446,501,0
"1051","GUILFORD","FR2",1766,256,215,0
"1052","GUILFORD","FR3",1261,270,147,0
"1053","GUILFORD","FR4",1267,155,98,0
"1054","GUILFORD","FR5A",1620,281,165,0
"1055","GUILFORD","FR5B",1261,132,111,0
"1056","GUILFORD","G01",392,1100,191,0
"1057","GUILFORD","G02",431,634,211,0
"1058","GUILFORD","G03",169,1927,149,0
"1059","GUILFORD","G04",193,1775,159,0
"1060","GUILFORD","G05",28,1503,94,0
"1061","GUILFORD","G06",53,1495,75,0
"1062","GUILFORD","G07",686,1316,282,0
"1063","GUILFORD","G08",613,1544,305,0
"1064","GUILFORD","G09",734,2176,273,0
"1065","GUILFORD","G10",756,2068,261,0
"1066","GUILFORD","G11",1353,178,125,0
"1067","GUILFORD","G12",1036,106,98,0
"1068","GUILFORD","G13",1275,124,72,0
"1069","GUILFORD","G14",1121,36,59,0
"1070","GUILFORD","G15",1300,47,103,0
"1071","GUILFORD","G16",1391,33,36,0
"1072","GUILFORD","G17",1564,91,98,0
"1073","GUILFORD","G18",1265,21,30,0
"1074","GUILFORD","G19",1356,129,70,1
"1075","GUILFORD","G20",2108,228,101,0
"1076","GUILFORD","G21",2354,1074,266,0
"1077","GUILFORD","G22",1590,126,83,0
"1078","GUILFORD","G23",1138,304,85,0
"1079","GUILFORD","G24",749,334,95,0
"1080","GUILFORD","G25",1370,404,103,0
"1081","GUILFORD","G26",1248,1448,259,0
"1082","GUILFORD","G27",2404,437,178,0
"1083","GUILFORD","G28",933,169,79,0
"1084","GUILFORD","G29",1292,395,146,0
"1085","GUILFORD","G30",1605,80,85,0
"1086","GUILFORD","G31",1343,88,89,0
"1087","GUILFORD","G32",2114,161,137,0
"1088","GUILFORD","G33",1592,44,43,1
"1089","GUILFORD","G34",1639,87,70,0
"1090","GUILFORD","G35",1160,23,39,0
"1091","GUILFORD","G36",1293,359,181,0
"1092","GUILFORD","G37",1335,1200,331,0
"1093","GUILFORD","G38",1811,458,227,1
"1094","GUILFORD","G39",1435,167,286,0
"1095","GUILFORD","G40A1",1413,143,152,0
"1096","GUILFORD","G40A2",994,206,80,0
"1097","GUILFORD","G40B",1177,208,123,0
"1098","GUILFORD","G41A",1156,282,111,0
"1099","GUILFORD","G41B",1427,232,190,0
"1100","GUILFORD","G42A",1646,278,122,0
"1101","GUILFORD","G42B",580,2,28,0
"1102","GUILFORD","G43",1590,1270,349,0
"1103","GUILFORD","G44",1538,796,368,0
"1104","GUILFORD","G45",1738,1584,1097,0
"1105","GUILFORD","G46",168,2804,285,0
"1106","GUILFORD","G47",1127,1246,394,0
"1107","GUILFORD","G48",2176,1037,441,0
"1108","GUILFORD","G49",528,601,156,0
"1109","GUILFORD","G50",911,2144,479,0
"1110","GUILFORD","G51",771,880,347,0
"1111","GUILFORD","G52",312,1687,167,0
"1112","GUILFORD","G53",300,2496,259,0
"1113","GUILFORD","G54",412,2000,266,0
"1114","GUILFORD","G55",485,1837,172,0
"1115","GUILFORD","G56",447,896,350,0
"1116","GUILFORD","G57",478,1282,209,0
"1117","GUILFORD","G58",503,1204,297,0
"1118","GUILFORD","G59",453,897,204,0
"1119","GUILFORD","G60",713,1041,366,0
"1120","GUILFORD","G61",635,1266,317,0
"1121","GUILFORD","G62",883,353,178,0
"1122","GUILFORD","G63",1100,646,197,0
"1123","GUILFORD","G64",1184,1414,305,0
"1124","GUILFORD","G65",1484,707,311,0
"1125","GUILFORD","G66",1663,574,297,0
"1126","GUILFORD","G67",82,2197,263,0
"1127","GUILFORD","G68",30,2733,335,0
"1128","GUILFORD","G69",587,2770,287,0
"1129","GUILFORD","G70",59,2961,306,1
"1130","GUILFORD","G71",84,2361,228,0
"1131","GUILFORD","G72",191,2176,270,0
"1132","GUILFORD","G73",39,1577,102,0
"1133","GUILFORD","G74",31,2256,123,0
"1134","GUILFORD","G75",171,1646,142,0
"1135","GUILFORD","GIB",1822,563,112,0
"1136","GUILFORD","GR",2307,102,55,0
"1137","GUILFORD","H01",826,859,296,0
"1138","GUILFORD","H02",1072,389,158,0
"1139","GUILFORD","H03",501,1106,268,0
"1140","GUILFORD","H04",1130,907,509,0
"1141","GUILFORD","H05",512,1663,281,0
"1142","GUILFORD","H06",1541,967,408,0
"1143","GUILFORD","H07",155,1390,135,0
"1144","GUILFORD","H08",125,1053,131,0
"1145","GUILFORD","H09",110,1879,241,0
"1146","GUILFORD","H10",307,1757,153,0
"1147","GUILFORD","H11",530,1343,141,0
"1148","GUILFORD","H12",755,648,142,0
"1149","GUILFORD","H13",1583,250,90,0
"1150","GUILFORD","H14",1309,71,69,0
"1151","GUILFORD","H15",1260,479,176,0
"1152","GUILFORD","H16",999,249,89,0
"1153","GUILFORD","H17",584,640,117,0
"1154","GUILFORD","H18",589,1250,167,0
"1155","GUILFORD","H19A",279,1041,88,0
"1156","GUILFORD","H19B",677,287,85,0
"1157","GUILFORD","H20A",911,325,121,0
"1158","GUILFORD","H20B",948,190,72,0
"1159","GUILFORD","H21",1120,266,103,0
"1160","GUILFORD","H22",820,472,114,0
"1161","GUILFORD","H23",1200,181,75,0
"1162","GUILFORD","H24",1693,379,209,0
"1163","GUILFORD","H25",2605,503,265,0
"1164","GUILFORD","H26",1530,344,192,0
"1165","GUILFORD","H27-A",1713,400,389,0
"1166","GUILFORD","H27-B",1206,249,216,0
"1167","GUILFORD","H28",1824,909,271,0
"1168","GUILFORD","H29A",1114,673,267,0
"1169","GUILFORD","H29B",1598,723,247,0
"1170","GUILFORD","JAM1",2269,370,134,0
"1171","GUILFORD","JAM2",1342,296,159,1
"1172","GUILFORD","JAM3",1404,342,190,0
"1173","GUILFORD","JAM4",1970,157,138,1
"1174","GUILFORD","JAM5",1304,62,122,0
"1175","GUILFORD","JEF1",1864,733,141,0
"1176","GUILFORD","JEF2",1312,1123,205,0
"1177","GUILFORD","JEF3",948,2580,225,0
"1178","GUILFORD","JEF4",1338,456,121,0
"1179","GUILFORD","MON1",1103,1202,175,0
"1180","GUILFORD","MON2A",1070,1961,264,0
"1181","GUILFORD","MON2B",804,857,95,0
"1182","GUILFORD","MON3",3261,628,204,0
"1183","GUILFORD","NCGR1",2806,197,143,0
"1184","GUILFORD","NCGR2",1983,105,94,0
"1185","GUILFORD","NCLAY1",1911,458,90,0
"1186","GUILFORD","NCLAY2",1342,67,63,0
"1187","GUILFORD","NDRI",2184,67,137,0
"1188","GUILFORD","NMAD",1439,642,107,0
"1189","GUILFORD","NWASH",1157,60,19,0
"1190","GUILFORD","OR1",3217,163,191,0
"1191","GUILFORD","OR2",2240,150,228,0
"1192","GUILFORD","PG1",1351,339,75,0
"1193","GUILFORD","PG2",2382,253,68,0
"1194","GUILFORD","RC1",2059,1018,181,0
"1195","GUILFORD","RC2",2873,1022,250,0
"1196","GUILFORD","SCLAY",1897,72,54,0
"1197","GUILFORD","SDRI",3672,526,462,0
"1198","GUILFORD","SF1",2843,167,222,0
"1199","GUILFORD","SF2",1607,48,52,0
"1200","GUILFORD","SF3",2443,364,242,0
"1201","GUILFORD","SF4",3126,251,299,0
"1202","GUILFORD","SMAD",1766,684,130,0
"1203","GUILFORD","STOK",3413,225,226,0
"1204","GUILFORD","SUM1",952,1075,187,0
"1205","GUILFORD","SUM2",976,941,121,0
"1206","GUILFORD","SUM3",1138,74,69,0
"1207","GUILFORD","SUM4",1861,54,45,0
"1208","GUILFORD","SWASH",805,58,18,0
"1209","HALIFAX","",11,40,8,0
"1210","HALIFAX","BUTWD",179,193,28,0
"1211","HALIFAX","CONC",106,239,11,0
"1212","HALIFAX","ENF 2",157,1441,36,0
"1213","HALIFAX","ENF1",430,1991,64,0
"1214","HALIFAX","FAUCT",664,483,37,0
"1215","HALIFAX","HAL",387,982,64,0
"1216","HALIFAX","HOL",130,1080,1090,0
"1217","HALIFAX","HPR",458,691,22,0
"1218","HALIFAX","LIT 1",424,1156,77,0
"1219","HALIFAX","LIT 2",1034,385,45,0
"1220","HALIFAX","RINGW",151,1210,93,0
"1221","HALIFAX","RR 10",1815,797,170,0
"1222","HALIFAX","RR 11",1655,869,100,0
"1223","HALIFAX","RR 3",975,180,40,0
"1224","HALIFAX","RR 4",864,100,62,0
"1225","HALIFAX","RR 5",766,264,35,0
"1226","HALIFAX","RR 7",399,932,56,0
"1227","HALIFAX","RR 9",906,1929,99,0
"1228","HALIFAX","RR1-2",863,479,64,0
"1229","HALIFAX","RRC",1377,685,73,0
"1230","HALIFAX","SN",637,2017,91,0
"1231","HALIFAX","WEL 3",639,1549,96,0
"1232","HALIFAX","WEL1-2",358,1229,83,0
"1233","HARNETT","",5,10,3,0
"1234","HARNETT","PR01",5807,2248,1393,0
"1235","HARNETT","PR07",7832,2678,1611,0
"1236","HARNETT","PR08",5070,1105,511,0
"1237","HARNETT","PR16",3770,1638,827,0
"1238","HARNETT","PR20",1242,1409,197,0
"1239","HARNETT","PR23",3979,927,373,0
"1240","HARNETT","PR24",4967,806,388,0
"1241","HARNETT","PR25",1918,1746,228,0
"1242","HARNETT","PR26",3108,687,192,0
