guidename,runtime,obs,df,sig,assymmetry,i,time,loss 
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,240,1575814062.439036,5.9357156140004
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,250,1575814062.456988,5.771057154277825
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,260,1575814062.47494,5.523549937267195
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,270,1575814062.4988766,4.581711535946734
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,280,1575814062.523809,5.013103335085704
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,290,1575814062.5497396,5.387787420406215
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,300,1575814062.5796597,4.996913220574652
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,310,1575814062.6075852,6.433141151621665
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,320,1575814062.6305242,11.21804946852784
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,330,1575814062.6514683,6.567422207734097
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,340,1575814062.674407,4.383611871590038
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,350,1575814062.6963475,4.791355311640397
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,360,1575814062.7202847,5.555389731110453
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,370,1575814062.741228,5.8962943508820285
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,380,1575814062.7681556,5.116211080218462
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,390,1575814062.7871053,5.798133340643197
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,400,1575814062.8140337,5.062297248048988
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,410,1575814062.8379693,5.256492226587652
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,420,1575814062.8609078,5.508835797344968
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,430,1575814062.8788598,5.556348210519112
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,440,1575814062.901799,4.813486193437872
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,450,1575814062.925735,4.904439191913007
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,460,1575814062.9536605,6.57398114384483
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,470,1575814062.975601,6.35169042175389
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,480,1575814062.9995375,5.944844915849825
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,490,1575814063.0204816,3.972194175201672
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,500,1575814063.0474093,6.335492019893543
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,510,1575814063.0753343,5.406461517547354
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,520,1575814063.1012652,7.616673930581161
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,530,1575814063.122209,4.898706340278364
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,540,1575814063.1451478,5.971725083645602
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,550,1575814063.1670895,5.226652750443302
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,560,1575814063.1860387,5.894174068392387
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,570,1575814063.2089775,5.730959915953039
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,580,1575814063.2349079,5.921641750581648
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,590,1575814063.2638304,5.269559541128432
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,600,1575814063.2877662,4.789334119366485
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,610,1575814063.3206787,7.615404500110984
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,620,1575814063.3456118,4.066364745659598
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,630,1575814063.3685503,6.07045589214631
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,640,1575814063.3914895,6.697029330964662
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,650,1575814063.4164226,5.316869993144396
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,660,1575814063.4433503,6.191677542255895
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,670,1575814063.4672866,4.193923439075942
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,680,1575814063.4882302,6.001213535239974
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,690,1575814063.5131636,4.996304678231214
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,700,1575814063.5420861,7.224244358540567
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,710,1575814063.568017,4.91639699320608
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,720,1575814063.5959423,6.60977624985658
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,730,1575814063.622871,5.348444691532384
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,740,1575814063.6488013,9.422852410937805
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,750,1575814063.670742,5.516877355984542
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,760,1575814063.6916857,5.412294767147838
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,770,1575814063.7146244,5.773203878019925
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,780,1575814063.7325766,5.362037179837747
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,790,1575814063.756513,4.625538120049518
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,800,1575814063.781447,4.9730916006962005
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,810,1575814063.8093715,5.596798322249704
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,820,1575814063.8392913,5.544237635979031
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,830,1575814063.8622303,6.0787672142081055
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,840,1575814063.8851688,5.031475369541739
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,850,1575814063.9071107,5.117201667463985
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,860,1575814063.9300485,5.646691169579042
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,870,1575814063.9569771,5.139758306152051
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,880,1575814063.977921,6.413070769382587
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,890,1575814063.9968698,5.993472459004133
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,900,1575814064.020806,5.537347955612577
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,910,1575814064.0507262,6.31083038717036
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,920,1575814064.074662,5.511108104313012
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,930,1575814064.0995958,7.4368683328641785
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,940,1575814064.120539,4.215364707020603
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,950,1575814064.137494,5.205189454417166
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,960,1575814064.1554463,6.764980899423343
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,970,1575814064.1763897,5.992044189281451
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,980,1575814064.2013233,5.041306864957757
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,990,1575814064.2202725,5.7839548178965465
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1000,1575814064.2392218,5.421380411434572
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1010,1575814064.2671475,5.861434845803158
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1020,1575814064.2910836,5.5878461681337415
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1030,1575814064.3150194,5.241696302644725
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1040,1575814064.3349657,5.868687377837214
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1050,1575814064.3579047,5.467004377124406
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1060,1575814064.3818412,3.701280749973391
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1070,1575814064.4007902,14.417456684406531
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1080,1575814064.4217339,6.019030409986731
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1090,1575814064.4446723,5.011481919818851
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1100,1575814064.4666135,6.0618406514260625
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1110,1575814064.4915469,7.769003600440918
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1120,1575814064.515483,5.867091200477463
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1130,1575814064.5454037,5.531650458425381
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1140,1575814064.5693398,6.983486629649784
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1150,1575814064.5942726,5.560061991484572
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1160,1575814064.620203,4.863238317724814
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1170,1575814064.6471307,4.478801063108024
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1180,1575814064.6680748,4.532475383101419
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1190,1575814064.688022,5.896685974771707
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1200,1575814064.7069712,5.8295443368066335
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1210,1575814064.736891,6.002857606431868
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1220,1575814064.757835,6.054655184775951
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1230,1575814064.780774,5.665776557170259
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1240,1575814064.8047101,5.3055084014791944
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1250,1575814064.8236592,5.624284126462502
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1260,1575814064.8436058,4.088839733496675
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1270,1575814064.8635526,3.8760515761473027
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1280,1575814064.8894832,5.104204680903777
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1290,1575814064.917408,5.313595105233604
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1300,1575814064.945334,5.043379359805429
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1310,1575814064.9742563,6.588025333384187
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1320,1575814065.0001872,6.947847875187014
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1330,1575814065.0211306,5.204055595648442
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1340,1575814065.044069,4.157094875257435
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1350,1575814065.0660114,5.3719933972362135
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1360,1575814065.0919423,9.214322470980038
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1370,1575814065.1168747,7.719055505016109
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1380,1575814065.136822,5.639354388427079
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1390,1575814065.154773,5.325858745906608
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1400,1575814065.173722,5.167483575724078
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1410,1575814065.2056382,5.152199455013971
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1420,1575814065.2275789,5.635244428130182
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1430,1575814065.2535093,6.413126123375266
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1440,1575814065.2844265,5.458841145814066
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1450,1575814065.3093603,3.617181928129381
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1460,1575814065.3303049,6.216881655142503
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1470,1575814065.3512478,4.568768779294945
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1480,1575814065.376181,5.317377888792721
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1490,1575814065.400117,8.698080399624022
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1500,1575814065.42505,6.266406239426288
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1510,1575814065.4469926,5.511825850946151
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1520,1575814065.4719253,5.34971491580167
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1530,1575814065.4978557,5.264454951605737
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1540,1575814065.5187998,7.038037303124191
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1550,1575814065.5397434,5.2984028700677435
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1560,1575814065.568667,4.57554488975058
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1570,1575814065.599584,7.019307747431723
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1580,1575814065.6245177,4.196933871926781
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1590,1575814065.6454613,5.517451075719245
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1600,1575814065.6713915,4.344218218244885
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1610,1575814065.6953278,5.094143897939895
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1620,1575814065.7232525,4.615891030706879
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1630,1575814065.7441974,5.757326648978298
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1640,1575814065.7681327,3.55258685047616
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1650,1575814065.7990508,7.243988170949529
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1660,1575814065.8189964,4.386556952120873
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1670,1575814065.8419359,5.255575111839411
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1680,1575814065.8638775,5.351256723263617
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1690,1575814065.887813,4.747282347058186
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1700,1575814065.9127462,5.013165529165191
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1710,1575814065.9356852,7.729719136826028
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1720,1575814065.9586236,5.782152310066667
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1730,1575814065.9815633,5.356134769494399
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1740,1575814066.007494,6.650642792204
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1750,1575814066.0294342,5.7579533835407775
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1760,1575814066.0553653,5.230730021557156
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1770,1575814066.0822926,3.8404452564856966
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1780,1575814066.1052313,4.854866462345586
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1790,1575814066.1351519,5.114324425949943
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1800,1575814066.154101,5.051213278489387
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1810,1575814066.1790345,4.574529306972975
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1820,1575814066.1999774,3.377116539047016
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1830,1575814066.218928,9.621793998456699
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1840,1575814066.2418666,7.801681307623046
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1850,1575814066.2667992,5.595106203042704
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1860,1575814066.2887404,4.502083390398576
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1870,1575814066.309685,4.1590350669223595
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1880,1575814066.3326237,7.133338543417527
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1890,1575814066.3585536,7.681993200105858
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1900,1575814066.3794985,5.461518598034345
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1910,1575814066.4064262,5.727515523479749
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1920,1575814066.42737,5.352713084686119
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1930,1575814066.4463193,5.516054000005166
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1940,1575814066.4782336,5.743898846687478
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1950,1575814066.5061593,6.141477241244985
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1960,1575814066.5320897,6.427039293519488
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1970,1575814066.5500424,8.589273787785713
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1980,1575814066.5709863,5.340820976114294
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,1990,1575814066.5929267,5.176797258745073
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2000,1575814066.6128743,4.8829985181334
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2010,1575814066.6358132,5.039356044225677
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2020,1575814066.6547616,6.349416473262169
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2030,1575814066.6737108,4.884230847780644
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2040,1575814066.6926603,6.122674811681292
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2050,1575814066.7136047,4.968419115651795
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2060,1575814066.7365437,5.669031954194354
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2070,1575814066.7664628,6.536168821482493
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2080,1575814066.7884045,7.36273935670994
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2090,1575814066.8143349,5.766001060944968
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2100,1575814066.8362763,5.3009299443897495
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2110,1575814066.8671937,4.340774888381436
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2120,1575814066.8941214,9.972227337326169
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2130,1575814066.9220471,5.841835893872012
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2140,1575814066.9509702,5.916523828637727
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2150,1575814066.9808915,5.3314740167984365
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2160,1575814067.0118077,11.228303039375554
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2170,1575814067.039732,5.2914248306438
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2180,1575814067.0646653,4.657837636784234
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2190,1575814067.0866065,5.484675520837516
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2200,1575814067.1085489,4.133103640963186
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2210,1575814067.1334815,5.652090796026839
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2220,1575814067.1584148,4.893172531758475
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2230,1575814067.1783621,5.413249428804454
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2240,1575814067.2062871,5.614977999658175
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2250,1575814067.2312205,5.628376598193912
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2260,1575814067.2571516,5.3201502766139654
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2270,1575814067.284079,5.608075959140772
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2280,1575814067.3100102,6.678928290444633
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2290,1575814067.3339455,6.59027449534593
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2300,1575814067.3588784,4.213287615363394
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2310,1575814067.3887987,7.332743109171233
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2320,1575814067.4137328,5.562813161121133
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2330,1575814067.4346755,6.440383889435575
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2340,1575814067.4546227,6.38102858887095
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2350,1575814067.4745693,4.3261951333177
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2360,1575814067.5024955,5.121104183855302
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2370,1575814067.5284257,5.431632255230045
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2380,1575814067.54937,6.143005783157162
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2390,1575814067.5733051,6.70416462846738
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2400,1575814067.5962443,2.94809501198947
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2410,1575814067.6211772,5.284219766955165
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2420,1575814067.642122,3.817577690009803
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2430,1575814067.6650603,5.136032836041052
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2440,1575814067.6899936,7.080076190364815
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2450,1575814067.7169206,5.385046336579773
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2460,1575814067.7378652,5.777307237213698
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2470,1575814067.7598069,5.593588733662692
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2480,1575814067.7857375,5.590614318516382
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2490,1575814067.8056846,5.025104577989751
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2500,1575814067.8266292,7.748353522979618
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2510,1575814067.8565483,5.45418400351376
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2520,1575814067.8764954,5.939467629617541
meanfield,1575814061.9164343,tensor(4.),tensor(5.),tensor(0.4000),2.0,2530,1575814067.8994336,6.294970894942615
